0.672764,0,0
0.001093,0,1
0.000011,0,2
0.000338,0,3
0.000212,0,4
0.001944,0,5
0.000281,0,6
0.000009,0,7
0.000003,0,8
0.000001,0,9
0.000006,0,10
0.000006,0,11
0.000003,0,12
0.000040,0,13
0.000002,0,14
0.000006,0,15
0.000010,0,16
0.000019,0,17
0.000005,0,18
0.000006,0,19
0.000010,0,20
0.000010,0,21
0.000008,0,22
0.000008,0,23
0.000003,0,24
0.000001,0,25
0.000005,0,26
0.000008,0,27
0.000004,0,28
0.000006,0,29
0.000014,0,30
0.000017,0,31
0.000006,0,32
0.000005,0,33
0.000018,0,34
0.000293,0,35
0.000006,0,36
0.000006,0,37
0.000051,0,38
0.000010,0,39
0.000040,0,40
0.000181,0,41
0.000004,0,42
0.000001,0,43
0.000004,0,44
0.000005,0,45
0.000011,0,46
0.000004,0,47
0.000001,0,48
0.000003,0,49
0.000006,0,50
0.000003,0,51
0.000026,0,52
0.000010,0,53
0.000006,0,54
0.000003,0,55
0.000001,0,56
0.000002,0,57
0.000004,0,58
0.000004,0,59
0.000027,0,60
0.000006,0,61
0.000003,0,62
0.000006,0,63
0.000093,0,64
0.000004,0,65
0.000013,0,66
0.000003,0,67
0.000004,0,68
0.000004,0,69
0.000039,0,70
0.000010,0,71
0.000037,0,72
0.000008,0,73
0.000002,0,74
0.000046,0,75
0.000002,0,76
0.000005,0,77
0.000006,0,78
0.000008,0,79
0.000002,0,81
0.000002,0,82
0.000009,0,83
0.000004,0,84
0.000001,0,85
0.000001,0,86
0.000004,0,87
0.000011,0,88
0.000002,0,90
0.000028,0,91
0.000062,0,92
0.000004,0,93
0.000004,0,94
0.000001,0,95
0.000009,0,96
0.000008,0,97
0.000026,0,98
0.000005,0,99
0.000004,0,100
0.000005,0,101
0.000149,0,102
0.000009,0,103
0.000003,0,104
0.000004,0,105
0.000018,0,106
0.000071,0,107
0.000003,0,108
0.000002,0,109
0.000001,0,110
0.000014,0,112
0.000001,0,113
0.000002,0,114
0.000001,0,115
0.000002,0,116
0.000002,0,117
0.000009,0,118
0.000012,0,119
0.000004,0,120
0.000002,0,121
0.000005,0,122
0.000014,0,123
0.000012,0,124
0.000004,0,125
0.000024,0,126
0.000001,0,127
0.000024,0,128
0.000004,0,129
0.000006,0,130
0.000005,0,131
0.000025,0,132
0.000002,0,133
0.000003,0,135
0.000004,0,136
0.000001,0,137
0.000010,0,138
0.000055,0,139
0.000001,0,141
0.000066,0,142
0.000002,0,143
0.000006,0,144
0.000008,0,145
0.000004,0,146
0.000006,0,147
0.000002,0,148
0.000001,0,149
0.000005,0,153
0.000002,0,156
0.000027,0,157
0.000034,0,158
0.000010,0,159
0.000015,0,161
0.000005,0,163
0.000249,0,164
0.000002,0,168
0.000004,0,169
0.000012,0,170
0.000008,0,171
0.000015,0,172
0.000005,0,175
0.000005,0,176
0.000038,0,177
0.000004,0,178
0.000006,0,180
0.000017,0,181
0.000087,0,182
0.000025,0,183
0.000014,0,184
0.000048,0,185
0.000025,0,186
0.000055,0,187
0.000071,0,188
0.000160,0,189
0.000082,0,190
0.000017,0,191
0.000003,0,192
0.000012,0,193
0.000012,0,194
0.000226,0,195
0.000041,0,196
0.000036,0,197
0.000024,0,198
0.000005,0,199
0.000080,0,200
0.000156,0,201
0.000008,0,202
0.000001,0,203
0.000158,0,208
0.000027,0,209
0.000002,0,210
0.000002,0,211
0.000004,0,212
0.000001,0,213
0.000272,0,214
0.000004,0,215
0.000048,0,216
0.000009,0,217
0.000009,0,218
0.000009,0,219
0.000002,0,221
0.000005,0,222
0.000006,0,223
0.000006,0,224
0.000066,0,225
0.000005,0,226
0.000008,0,227
0.000001,0,228
0.000005,0,229
0.000023,0,230
0.000002,0,231
0.000067,0,232
0.000005,0,233
0.000006,0,234
0.000019,0,235
0.000026,0,236
0.000009,0,237
0.000003,0,238
0.000002,0,239
0.000719,0,240
0.000005,0,241
0.000002,0,242
0.000060,0,243
0.000112,0,244
0.000031,0,245
0.000004,0,246
0.000111,0,247
0.000014,0,248
0.000010,0,249
0.000011,0,250
0.000004,0,251
0.000005,0,252
0.000722,0,253
0.000006,0,254
0.000034,0,255
0.000014,0,256
0.000019,0,257
0.000005,0,258
0.000020,0,259
0.000001,0,260
0.000010,0,261
0.000001,0,262
0.000005,0,264
0.000001,0,265
0.000027,0,266
0.000008,0,267
0.000003,0,268
0.000005,0,269
0.000009,0,270
0.000010,0,271
0.000004,0,274
0.000003,0,275
0.000051,0,277
0.000003,0,278
0.000013,0,279
0.000001,0,281
0.000002,0,282
0.000001,0,283
0.000001,0,284
0.000005,0,285
0.000001,0,288
0.000011,0,290
0.000001,0,292
0.000004,0,293
0.000008,0,294
0.000008,0,295
0.000008,0,296
0.000009,0,297
0.000001,0,298
0.000014,0,299
0.000265,0,300
0.000004,0,301
0.000193,0,302
0.000050,0,303
0.000018,0,304
0.000001,0,305
0.000029,0,306
0.000010,0,307
0.000024,0,308
0.000004,0,309
0.000001,0,310
0.000002,0,311
0.000008,0,316
0.000012,0,317
0.000001,0,318
0.000018,0,319
0.000002,0,320
0.000008,0,321
0.000010,0,322
0.000020,0,323
0.000004,0,324
0.000018,0,325
0.000023,0,326
0.000023,0,327
0.000104,0,328
0.000004,0,329
0.000161,0,330
0.000011,0,331
0.000005,0,332
0.000024,0,333
0.000024,0,334
0.000010,0,335
0.000014,0,336
0.000015,0,337
0.000013,0,338
0.000304,0,339
0.000014,0,340
0.000364,0,341
0.000011,0,342
0.000282,0,343
0.000084,0,344
0.000005,0,345
0.000033,0,346
0.000003,0,347
0.000005,0,348
0.000008,0,349
0.000019,0,350
0.000004,0,351
0.000494,0,352
0.000019,0,353
0.000005,0,354
0.000008,0,355
0.000023,0,356
0.000036,0,357
0.000013,0,358
0.000008,0,359
0.000048,0,361
0.000052,0,362
0.000017,0,363
0.000011,0,364
0.000023,0,365
0.000002,0,366
0.000015,0,367
0.000006,0,368
0.000010,0,369
0.000016,0,372
0.000017,0,373
0.000146,0,374
0.000002,0,376
0.000004,0,377
0.000037,0,378
0.000008,0,379
0.000002,0,380
0.000009,0,381
0.000024,0,382
0.000028,0,383
0.000451,0,384
0.000087,0,385
0.000004,0,386
0.000008,0,387
0.000006,0,388
0.000045,0,389
0.000126,0,390
0.000008,0,391
0.000002,0,392
0.000005,0,393
0.000010,0,394
0.000006,0,395
0.000010,0,396
0.000026,0,397
0.000059,0,398
0.000005,0,399
0.000018,0,400
0.000019,0,401
0.000006,0,402
0.000088,0,403
0.000336,0,404
0.000005,0,405
0.000005,0,406
0.000005,0,407
0.000009,0,408
0.000122,0,409
0.000010,0,410
0.000068,0,411
0.000011,0,412
0.000014,0,413
0.000032,0,414
0.000022,0,415
0.000040,0,416
0.000005,0,417
0.000001,0,418
0.000006,0,420
0.000006,0,421
0.000012,0,422
0.000006,0,423
0.000006,0,425
0.000003,0,426
0.000010,0,428
0.000008,0,429
0.000040,0,430
0.000029,0,431
0.000013,0,432
0.000014,0,433
0.000001,0,435
0.000001,0,436
0.000004,0,438
0.000184,0,440
0.000012,0,441
0.000027,0,442
0.000014,0,443
0.000075,0,444
0.000002,0,445
0.000025,0,446
0.000010,0,447
0.000056,0,448
0.000032,0,449
0.000011,0,450
0.000004,0,451
0.000010,0,452
0.000005,0,453
0.000016,0,454
0.000009,0,455
0.000002,0,456
0.000006,0,457
0.000001,0,458
0.000034,0,459
0.000002,0,460
0.000009,0,461
0.000005,0,462
0.000014,0,463
0.000013,0,464
0.000003,0,465
0.000012,0,466
0.000001,0,467
0.000002,0,468
0.000006,0,469
0.000001,0,470
0.000038,0,471
0.000001,0,472
0.000054,0,473
0.000016,0,474
0.000056,0,475
0.000003,0,476
0.000740,0,477
0.000258,0,478
0.000104,0,479
0.000004,0,480
0.000010,0,481
0.000001,0,482
0.000006,0,483
0.000011,0,484
0.000020,0,485
0.000027,0,486
0.000019,0,487
0.000008,0,488
0.000019,0,490
0.000019,0,492
0.000063,0,493
0.000006,0,494
0.000011,0,495
0.000002,0,496
0.000060,0,497
0.000009,0,498
0.000020,0,499
0.000008,0,500
0.000006,0,501
0.000013,0,502
0.000012,0,503
0.000003,0,504
0.000003,0,505
0.000009,0,506
0.000020,0,507
0.000024,0,508
0.000008,0,509
0.000012,0,510
0.000005,0,511
0.000009,0,512
0.000014,0,513
0.000002,0,514
0.000005,0,515
0.000004,0,516
0.000009,0,517
0.000009,0,518
0.000003,0,519
0.000009,0,520
0.000006,0,521
0.000001,0,522
0.000068,0,523
0.000011,0,524
0.000027,0,525
0.000006,0,526
0.000003,0,527
0.000006,0,528
0.000003,0,529
0.000014,0,530
0.000009,0,531
0.000006,0,532
0.000010,0,533
0.000006,0,534
0.000130,0,535
0.000017,0,536
0.000046,0,537
0.000014,0,538
0.000003,0,539
0.000004,0,540
0.000034,0,541
0.000015,0,542
0.000010,0,543
0.000005,0,544
0.000005,0,545
0.000017,0,546
0.000001,0,547
0.000013,0,548
0.000011,0,549
0.000001,0,550
0.000011,0,551
0.000030,0,552
0.000131,0,553
0.000011,0,554
0.000001,0,555
0.000016,0,556
0.000017,0,557
0.000005,0,558
0.000008,0,559
0.000073,0,560
0.000012,0,561
0.000003,0,562
0.000015,0,563
0.000006,0,564
0.000004,0,565
0.000012,0,566
